c151c79af5585f6a,104.46545,30.87166,104.46959,30.87584,104.46756,30.88151,104.46139,30.88301,104.45725,30.87883,104.45927,30.87316
3a1ce6f60c8696eb,103.60379,30.82045,103.60784,30.82462,103.60577,30.83025,103.59966,30.83170,103.59562,30.82752,103.59769,30.82190
aada8f5ae067d90a,104.17495,30.50817,104.17904,30.51233,104.17701,30.51798,104.17088,30.51947,104.16679,30.51531,104.16882,30.50966
4375f4117407765f,103.66009,30.95611,103.66415,30.96029,103.66208,30.96592,103.65596,30.96737,103.65190,30.96319,103.65397,30.95756
2bc0e4d5556e7b48,104.00960,30.96582,104.01370,30.97000,104.01164,30.97565,104.00550,30.97711,104.00140,30.97293,104.00345,30.96728
ace3bb4a658ef318,104.63357,30.74776,104.63773,30.75193,104.63571,30.75761,104.62954,30.75912,104.62538,30.75495,104.62740,30.74927
e3c98397598c1c76,103.98500,30.98716,103.98909,30.99134,103.98704,30.99699,103.98089,30.99845,103.97680,30.99427,103.97885,30.98862
ae1f2fa6c175a64a,103.90827,30.33643,103.91232,30.34058,103.91028,30.34621,103.90419,30.34769,103.90014,30.34354,103.90218,30.33791
dcee410b6fe3282e,103.44397,30.21340,103.44797,30.21755,103.44591,30.22315,103.43986,30.22461,103.43587,30.22047,103.43793,30.21486
5271bff5de1ffc6e,104.13052,30.89558,104.13463,30.89976,104.13258,30.90541,104.12643,30.90689,104.12232,30.90271,104.12437,30.89706
23ab47ea30b86a2e,104.00961,30.91938,104.01371,30.92356,104.01166,30.92921,104.00551,30.93068,104.00142,30.92650,104.00347,30.92085
efab0dee4b2e5d4b,104.05878,30.92310,104.06288,30.92728,104.06084,30.93293,104.05469,30.93440,104.05059,30.93022,104.05264,30.92457
d5905a7da4f635ce,103.55088,30.50996,103.55490,30.51412,103.55284,30.51974,103.54676,30.52120,103.54274,30.51704,103.54480,30.51142
4041553b7ed092e6,103.81641,30.54362,103.82046,30.54778,103.81841,30.55341,103.81231,30.55489,103.80826,30.55072,103.81030,30.54509
f1b6c8117696673e,103.53234,30.56051,103.53636,30.56467,103.53430,30.57029,103.52821,30.57174,103.52419,30.56758,103.52625,30.56196
7e9ff7da4f408d2e,103.59068,30.28020,103.59469,30.28435,103.59264,30.28996,103.58658,30.29143,103.58256,30.28728,103.58462,30.28167
e8c28e64215c5e9c,103.94641,30.70777,103.95048,30.71194,103.94843,30.71758,103.94231,30.71905,103.93823,30.71488,103.94028,30.70924
04f385c0c65f3215,104.06694,30.82311,104.07104,30.82728,104.06899,30.83293,104.06285,30.83441,104.05876,30.83023,104.06080,30.82458
e12ab567c78183b0,103.54363,30.37857,103.54765,30.38272,103.54559,30.38833,103.53952,30.38980,103.53551,30.38564,103.53756,30.38003
80a4533cbfb9b099,103.87344,30.49388,103.87750,30.49804,103.87545,30.50367,103.86935,30.50515,103.86529,30.50099,103.86734,30.49536
9358fc61e324214c,103.77518,30.71797,103.77923,30.72214,103.77718,30.72778,103.77107,30.72924,103.76701,30.72507,103.76906,30.71944
0fce32b720c091ba,104.10786,30.78747,104.11196,30.79164,104.10992,30.79729,104.10378,30.79877,104.09968,30.79460,104.10172,30.78895
11e8bf5e1126df77,104.05455,30.34700,104.05862,30.35115,104.05658,30.35680,104.05048,30.35829,104.04641,30.35414,104.04845,30.34849
46d449c158d95069,104.70591,30.76636,104.71008,30.77053,104.70806,30.77621,104.70189,30.77773,104.69772,30.77356,104.69974,30.76787
5d9a1dd89fb6fa1e,103.76949,30.59601,103.77355,30.60017,103.77149,30.60580,103.76539,30.60727,103.76134,30.60311,103.76339,30.59748
7f0d5628a0368424,104.53587,30.61106,104.54000,30.61523,104.53799,30.62090,104.53183,30.62241,104.52769,30.61825,104.52971,30.61257
ce3c8255c6db1c58,103.97325,30.32572,103.97731,30.32987,103.97527,30.33551,103.96918,30.33699,103.96512,30.33285,103.96716,30.32721
c6f4de53556ead29,103.95826,31.09155,103.96236,31.09574,103.96030,31.10138,103.95414,31.10284,103.95005,31.09865,103.95210,31.09301
42453274fd5765cf,103.86901,30.65948,103.87308,30.66364,103.87103,30.66928,103.86492,30.67075,103.86085,30.66658,103.86290,30.66094
f44d5e1b125f00d4,104.41532,30.72851,104.41945,30.73268,104.41742,30.73835,104.41127,30.73985,104.40714,30.73568,104.40916,30.73001
d33865f4e85b1914,103.95428,30.97900,103.95837,30.98319,103.95631,30.98883,103.95017,30.99029,103.94608,30.98611,103.94813,30.98047
2098489ed5fd3894,103.83849,30.65138,103.84255,30.65555,103.84050,30.66118,103.83439,30.66265,103.83033,30.65849,103.83238,30.65285
e95b07d58f4e9732,104.42233,30.48893,104.42644,30.49308,104.42442,30.49875,104.41829,30.50025,104.41417,30.49610,104.41619,30.49043
60687f03d6b806d9,103.50265,30.17366,103.50665,30.17780,103.50459,30.18341,103.49854,30.18488,103.49454,30.18073,103.49660,30.17513
bd148cd8c66ddd7d,104.09535,30.49663,104.09944,30.50079,104.09740,30.50644,104.09128,30.50793,104.08720,30.50377,104.08924,30.49812
a0b6b2cfb8d8e42c,104.37292,30.89406,104.37705,30.89824,104.37502,30.90391,104.36885,30.90540,104.36472,30.90122,104.36675,30.89555
521d0f618c4ff323,103.80584,30.67979,103.80989,30.68395,103.80784,30.68959,103.80173,30.69105,103.79767,30.68688,103.79972,30.68125
e6e61d25036d84a5,104.64272,30.34140,104.64685,30.34555,104.64484,30.35122,104.63870,30.35275,104.63457,30.34860,104.63658,30.34292
719a79192de1337e,104.61149,30.82577,104.61565,30.82994,104.61363,30.83562,104.60745,30.83713,104.60329,30.83295,104.60531,30.82728
a8681aa01f78544a,104.58623,30.75415,104.59038,30.75832,104.58836,30.76400,104.58219,30.76551,104.57804,30.76134,104.58006,30.75566
5d5446faa2c5cf10,104.24999,30.31453,104.25408,30.31868,104.25206,30.32433,104.24594,30.32583,104.24185,30.32168,104.24388,30.31603
bf701d7b5d55e45d,103.86213,31.00091,103.86621,31.00509,103.86415,31.01073,103.85801,31.01219,103.85393,31.00801,103.85599,31.00236
0bf32a264e0560a4,104.21429,30.74112,104.21840,30.74529,104.21636,30.75095,104.21022,30.75244,104.20611,30.74827,104.20815,30.74261
9f93ae59725bf96d,103.83684,30.50273,103.84089,30.50689,103.83885,30.51252,103.83275,30.51399,103.82869,30.50983,103.83074,30.50420
520639c2f3567356,104.63321,30.70118,104.63736,30.70534,104.63535,30.71102,104.62918,30.71254,104.62503,30.70837,104.62704,30.70269
b88f0045670790d3,103.47928,30.34289,103.48328,30.34704,103.48122,30.35265,103.47516,30.35411,103.47116,30.34996,103.47321,30.34435
755319a7866d62d4,103.41155,30.24166,103.41554,30.24580,103.41348,30.25141,103.40743,30.25287,103.40344,30.24872,103.40550,30.24312
f0ece52f91ff0b4c,103.97091,30.68642,103.97499,30.69059,103.97295,30.69624,103.96682,30.69771,103.96274,30.69354,103.96479,30.68790
73951ac4f91eb6de,104.50751,30.34389,104.51163,30.34804,104.50962,30.35370,104.50349,30.35522,104.49937,30.35107,104.50138,30.34541
26cdc154fea49d74,103.77359,31.18156,103.77767,31.18576,103.77560,31.19139,103.76945,31.19284,103.76537,31.18865,103.76744,31.18301
1ce1163913e5e651,104.73567,30.63450,104.73983,30.63866,104.73782,30.64434,104.73165,30.64586,104.72749,30.64170,104.72950,30.63602
43b8d011f5b659d7,103.38451,30.34522,103.38850,30.34937,103.38644,30.35498,103.38038,30.35643,103.37639,30.35228,103.37845,30.34667
731702c30f228d13,104.22466,30.79027,104.22877,30.79444,104.22673,30.80010,104.22058,30.80158,104.21647,30.79741,104.21851,30.79175
84c29341ca1bddbe,103.96310,30.32306,103.96716,30.32721,103.96512,30.33285,103.95903,30.33433,103.95497,30.33018,103.95701,30.32455
eb77512b32246471,103.50270,30.74694,103.50673,30.75111,103.50466,30.75673,103.49856,30.75818,103.49454,30.75400,103.49660,30.74839
c307835f6d709076,103.77887,30.83022,103.78293,30.83439,103.78088,30.84003,103.77475,30.84149,103.77069,30.83731,103.77275,30.83168
b7cccddd29805387,104.60474,30.74963,104.60889,30.75380,104.60687,30.75948,104.60070,30.76099,104.59655,30.75682,104.59857,30.75114
92f03976aa431674,104.64856,30.81672,104.65272,30.82089,104.65070,30.82658,104.64452,30.82808,104.64036,30.82391,104.64238,30.81823
2394909d344721b7,104.20120,31.32348,104.20534,31.32768,104.20329,31.33335,104.19710,31.33481,104.19296,31.33061,104.19501,31.32495
739842a1d11fe778,103.96478,30.70335,103.96885,30.70752,103.96681,30.71316,103.96068,30.71464,103.95661,30.71047,103.95865,30.70483
54f0dbb54c2a6cfb,104.07711,30.68657,104.08120,30.69074,104.07915,30.69639,104.07302,30.69787,104.06893,30.69370,104.07098,30.68806
30bfb5d3b8bea79c,103.92751,31.08336,103.93160,31.08755,103.92955,31.09319,103.92339,31.09465,103.91930,31.09046,103.92136,31.08482
09ee1dad790f8dac,103.88378,30.40402,103.88784,30.40818,103.88580,30.41381,103.87970,30.41529,103.87565,30.41113,103.87769,30.40550
6eda3cfc9d4608b3,104.29751,30.49371,104.30161,30.49786,104.29958,30.50352,104.29345,30.50502,104.28935,30.50086,104.29138,30.49521
5d9bf451709aa7a9,103.55845,30.59526,103.56247,30.59943,103.56041,30.60505,103.55432,30.60650,103.55030,30.60234,103.55236,30.59672
74ef256f7a1eb8b5,104.69263,30.66066,104.69678,30.66482,104.69477,30.67050,104.68860,30.67202,104.68444,30.66786,104.68646,30.66218
23ae7e65c851599a,104.34036,30.46772,104.34447,30.47188,104.34244,30.47754,104.33631,30.47904,104.33220,30.47488,104.33423,30.46922
2a266e2e973e5ae6,103.81333,30.90435,103.81740,30.90853,103.81534,30.91416,103.80921,30.91562,103.80514,30.91144,103.80720,30.90581
d2a52f3ac80f2a12,103.78304,30.80351,103.78710,30.80768,103.78504,30.81332,103.77892,30.81478,103.77486,30.81060,103.77692,30.80497
f91a5c3da1590fa6,104.00146,30.83367,104.00555,30.83784,104.00350,30.84349,103.99737,30.84496,103.99328,30.84078,103.99533,30.83514
698998e10995dc34,103.73397,30.84605,103.73803,30.85023,103.73597,30.85586,103.72984,30.85731,103.72579,30.85314,103.72785,30.84751
126b4f0c2e4305ed,103.59786,30.79105,103.60190,30.79523,103.59984,30.80085,103.59373,30.80230,103.58969,30.79812,103.59176,30.79250
11f41ae510f70d71,103.84309,30.43957,103.84714,30.44373,103.84510,30.44936,103.83900,30.45083,103.83495,30.44668,103.83700,30.44105
f011b48efe856538,103.99757,30.44321,104.00164,30.44736,103.99960,30.45300,103.99349,30.45449,103.98943,30.45033,103.99146,30.44469
43b301b7a8f53873,104.06498,31.04553,104.06909,31.04971,104.06704,31.05537,104.06088,31.05683,104.05677,31.05265,104.05882,31.04699
fd6585e33b158be3,104.19764,30.61611,104.20174,30.62028,104.19970,30.62593,104.19357,30.62742,104.18947,30.62326,104.19150,30.61760
e3b9a10a413ab634,103.70464,30.56025,103.70868,30.56441,103.70663,30.57003,103.70053,30.57150,103.69649,30.56733,103.69855,30.56171
9892afd2829202e5,104.43776,30.69717,104.44189,30.70134,104.43986,30.70701,104.43371,30.70851,104.42958,30.70434,104.43160,30.69867
a1ebcce01176587a,103.77671,30.86674,103.78077,30.87092,103.77871,30.87656,103.77259,30.87801,103.76852,30.87383,103.77058,30.86820
7138241cf20c38ae,103.30226,30.31388,103.30624,30.31803,103.30418,30.32363,103.29813,30.32508,103.29414,30.32093,103.29621,30.31533
20fac817a0229795,103.49649,30.19048,103.50049,30.19463,103.49844,30.20023,103.49238,30.20170,103.48838,30.19755,103.49044,30.19195
8e553fc7d045e1f3,104.08925,30.51357,104.09333,30.51773,104.09130,30.52338,104.08518,30.52486,104.08110,30.52071,104.08313,30.51506
7a275b6003adfc7c,103.58438,31.00995,103.58843,31.01413,103.58636,31.01976,103.58023,31.02120,103.57618,31.01701,103.57825,31.01139
3475135ee39d855f,104.19125,30.49388,104.19535,30.49804,104.19331,30.50369,104.18719,30.50518,104.18310,30.50102,104.18513,30.49537
6299c796d382f264,104.71113,30.65611,104.71529,30.66027,104.71328,30.66595,104.70711,30.66747,104.70295,30.66331,104.70496,30.65762
2fd0072498e7e63b,103.91958,30.90479,103.92367,30.90897,103.92161,30.91461,103.91548,30.91608,103.91139,30.91190,103.91345,30.90625
48566cb3229bf514,103.77765,30.58891,103.78170,30.59308,103.77965,30.59871,103.77355,30.60017,103.76949,30.59601,103.77155,30.59038
d20c1d8dc0605443,103.51402,30.27827,103.51802,30.28241,103.51597,30.28802,103.50991,30.28949,103.50590,30.28534,103.50796,30.27973
e342c49b2fccba8b,103.81467,31.14612,103.81875,31.15032,103.81669,31.15596,103.81054,31.15741,103.80645,31.15321,103.80852,31.14757
0bf85c6ee64d8e82,103.72274,30.60210,103.72679,30.60627,103.72473,30.61189,103.71863,30.61336,103.71459,30.60919,103.71664,30.60356
22aa7000ad1cd776,104.57508,30.34266,104.57921,30.34681,104.57720,30.35248,104.57107,30.35400,104.56694,30.34985,104.56895,30.34418
aa2d75f939521ac0,103.92744,31.12981,103.93154,31.13400,103.92948,31.13964,103.92332,31.14110,103.91923,31.13691,103.92129,31.13126
380165f83140125c,103.56661,30.25532,103.57062,30.25947,103.56857,30.26508,103.56251,30.26655,103.55850,30.26240,103.56055,30.25679
c7c44543ff43fbd6,103.93430,30.60259,103.93837,30.60676,103.93633,30.61240,103.93021,30.61387,103.92614,30.60971,103.92819,30.60407
6a11025b41a86c86,103.76084,30.74196,103.76490,30.74613,103.76284,30.75177,103.75673,30.75323,103.75267,30.74906,103.75473,30.74342
3519c4c454823872,103.64956,30.61963,103.65360,30.62380,103.65155,30.62942,103.64545,30.63088,103.64141,30.62672,103.64347,30.62109
4ce44aeea4ebe436,103.52554,30.66975,103.52956,30.67391,103.52750,30.67953,103.52141,30.68098,103.51738,30.67681,103.51944,30.67120
446967350271bf48,103.60365,30.48706,103.60768,30.49122,103.60562,30.49683,103.59954,30.49830,103.59551,30.49414,103.59757,30.48852
